DB02546,hsa-mir-409
DB01076,hsa-mir-409
DB00783,hsa-mir-409
DB00255,hsa-mir-409
DB00544,hsa-mir-410
DB00136,hsa-mir-411
DB00515,hsa-mir-411
DB00441,hsa-mir-412
DB00396,hsa-mir-412
DB00255,hsa-mir-422a
DB00126,hsa-mir-422a
DB03843,hsa-mir-422b
DB00544,hsa-mir-423
DB00295,hsa-mir-423
DB00783,hsa-mir-424
DB03843,hsa-mir-424
DB01262,hsa-mir-424
DB00169,hsa-mir-424
DB01128,hsa-mir-424
DB02546,hsa-mir-425
DB00515,hsa-mir-425
DB03843,hsa-mir-425
DB00544,hsa-mir-4271
DB00544,hsa-mir-429
DB01128,hsa-mir-429
DB00014,hsa-mir-429
DB00544,hsa-mir-4298
DB00544,hsa-mir-4306
DB01030,hsa-mir-431
DB02546,hsa-mir-432
DB00997,hsa-mir-432
DB00544,hsa-mir-4428
DB00544,hsa-mir-4450
DB00544,hsa-mir-4453
DB00544,hsa-mir-4460
DB00544,hsa-mir-4464
DB00544,hsa-mir-4470
DB00544,hsa-mir-4474
DB00544,hsa-mir-4475
DB00544,hsa-mir-4476
DB01076,hsa-mir-448
DB00515,hsa-mir-449a
DB00480,hsa-mir-449a
DB00997,hsa-mir-449a
DB00997,hsa-mir-449b
DB00515,hsa-mir-449b
DB03843,hsa-mir-450
DB00544,hsa-mir-4504
DB00544,hsa-mir-4509
DB02546,hsa-mir-450a
DB00898,hsa-mir-450a
DB00480,hsa-mir-451
DB01234,hsa-mir-451
DB01229,hsa-mir-451
DB00570,hsa-mir-451
DB00544,hsa-mir-4518
DB03843,hsa-mir-452
DB00544,hsa-mir-454
DB00255,hsa-mir-454
DB03843,hsa-mir-454
DB00322,hsa-mir-455
DB00515,hsa-mir-455
DB00515,hsa-mir-4633
DB00544,hsa-mir-4635
DB00515,hsa-mir-4639
DB00544,hsa-mir-4652
DB00515,hsa-mir-4659b
DB00544,hsa-mir-4661
DB00544,hsa-mir-4662a
DB00515,hsa-mir-4668
DB00544,hsa-mir-466b
DB00544,hsa-mir-4674
DB00544,hsa-mir-4676
DB00544,hsa-mir-4678
DB00544,hsa-mir-4680
DB00544,hsa-mir-4693
DB00544,hsa-mir-4700
DB00544,hsa-mir-4703
DB00544,hsa-mir-4716
DB00544,hsa-mir-4720
DB00544,hsa-mir-4723
DB00515,hsa-mir-4727
DB00544,hsa-mir-4729
DB00544,hsa-mir-4732
DB00544,hsa-mir-4735
DB00515,hsa-mir-4745
DB00544,hsa-mir-4759
DB00544,hsa-mir-4765
DB00515,hsa-mir-4767
DB00515,hsa-mir-4768
DB00544,hsa-mir-4772
DB00544,hsa-mir-4773
DB00544,hsa-mir-4774
DB00544,hsa-mir-4777
DB00544,hsa-mir-4778
DB00544,hsa-mir-4779
DB00544,hsa-mir-4791
DB00544,hsa-mir-4795
DB00544,hsa-mir-4796
DB00544,hsa-mir-4797
DB00544,hsa-mir-4804
DB00544,hsa-mir-483
DB00396,hsa-mir-483
DB00544,hsa-mir-486
DB01076,hsa-mir-487a
DB00317,hsa-mir-487b
DB02546,hsa-mir-487b
DB03843,hsa-mir-487b
DB00396,hsa-mir-487b
DB00515,hsa-mir-487b
DB00255,hsa-mir-488
DB00126,hsa-mir-490
DB01169,hsa-mir-491
DB00255,hsa-mir-492
DB00255,hsa-mir-493
DB00541,hsa-mir-494
DB01076,hsa-mir-494
DB01262,hsa-mir-494
DB02901,hsa-mir-494
DB00755,hsa-mir-494
DB00544,hsa-mir-494
DB00255,hsa-mir-497
DB00898,hsa-mir-497
DB02901,hsa-mir-498
DB00322,hsa-mir-500
DB00762,hsa-mir-500
DB01030,hsa-mir-500
DB01076,hsa-mir-500a
DB03843,hsa-mir-501
DB00544,hsa-mir-501
DB00322,hsa-mir-501
DB00762,hsa-mir-501
DB01030,hsa-mir-501
DB01248,hsa-mir-502
DB02546,hsa-mir-502
DB00898,hsa-mir-503
DB00783,hsa-mir-506
DB03843,hsa-mir-509
DB00136,hsa-mir-510
DB01586,hsa-mir-513
DB00515,hsa-mir-513a
DB00396,hsa-mir-513a
DB00396,hsa-mir-513b
DB01248,hsa-mir-514
DB01229,hsa-mir-514
DB01248,hsa-mir-515
DB00126,hsa-mir-516a
DB02546,hsa-mir-516a
DB01200,hsa-mir-516b
DB00255,hsa-mir-518a1
DB00255,hsa-mir-518b
DB01248,hsa-mir-518c
DB00997,hsa-mir-518c
DB01030,hsa-mir-518c
DB00783,hsa-mir-518c
DB00783,hsa-mir-518d
DB00255,hsa-mir-518d
DB00783,hsa-mir-518e
DB00544,hsa-mir-519a
DB00544,hsa-mir-519c
DB00136,hsa-mir-520c
DB00734,hsa-mir-520c
DB00783,hsa-mir-520d
DB00515,hsa-mir-520e
DB00515,hsa-mir-520f
DB00997,hsa-mir-520f
DB00255,hsa-mir-520f
DB00997,hsa-mir-520h
DB00398,hsa-mir-522
DB00544,hsa-mir-522
DB00783,hsa-mir-524
DB00544,hsa-mir-525
DB00396,hsa-mir-525
DB00255,hsa-mir-526a-1
DB00783,hsa-mir-526b
DB03843,hsa-mir-532
DB00169,hsa-mir-532
DB01076,hsa-mir-539
DB00783,hsa-mir-542
DB00603,hsa-mir-542
DB02546,hsa-mir-542
DB00898,hsa-mir-542
DB00136,hsa-mir-542
DB00169,hsa-mir-543
DB00169,hsa-mir-548b
DB00398,hsa-mir-548b
DB02546,hsa-mir-548c
DB00398,hsa-mir-548c
DB01076,hsa-mir-548d
DB00515,hsa-mir-548d
DB00544,hsa-mir-548f
DB01076,hsa-mir-549
DB03843,hsa-mir-550
DB01200,hsa-mir-550
DB01076,hsa-mir-550a
DB00255,hsa-mir-551a
DB01128,hsa-mir-551b
DB01586,hsa-mir-552
DB01076,hsa-mir-553
DB00255,hsa-mir-553
DB01076,hsa-mir-555
DB00544,hsa-mir-556
DB01128,hsa-mir-557
DB00544,hsa-mir-558
DB00255,hsa-mir-559
DB00544,hsa-mir-559
DB00126,hsa-mir-564
DB01586,hsa-mir-568
DB01076,hsa-mir-573
DB02546,hsa-mir-574
DB00544,hsa-mir-574
DB00544,hsa-mir-575
DB00255,hsa-mir-581
DB03843,hsa-mir-582
DB01076,hsa-mir-583
DB00126,hsa-mir-583
DB00853,hsa-mir-584
DB01076,hsa-mir-586
DB00480,hsa-mir-589
DB03843,hsa-mir-590
DB00544,hsa-mir-592
DB02546,hsa-mir-593
DB02546,hsa-mir-595
DB00255,hsa-mir-595
DB00126,hsa-mir-596
DB01076,hsa-mir-601
DB00014,hsa-mir-601
DB01586,hsa-mir-603
DB00255,hsa-mir-608
DB00255,hsa-mir-611
DB00755,hsa-mir-612
DB00126,hsa-mir-614
DB00544,hsa-mir-617
DB00126,hsa-mir-617
DB01586,hsa-mir-620
DB00255,hsa-mir-621
DB00255,hsa-mir-623
DB00255,hsa-mir-625
DB00396,hsa-mir-625
DB00544,hsa-mir-627
DB00544,hsa-mir-628
DB00126,hsa-mir-629
DB02546,hsa-mir-629
DB00398,hsa-mir-629
DB00136,hsa-mir-629
DB00624,hsa-mir-629
DB01128,hsa-mir-629
DB02901,hsa-mir-630
DB00126,hsa-mir-630
DB01128,hsa-mir-631
DB00544,hsa-mir-633
DB00396,hsa-mir-633
DB00396,hsa-mir-634
DB00773,hsa-mir-638
DB02901,hsa-mir-638
DB00544,hsa-mir-638
DB01262,hsa-mir-638
DB00783,hsa-mir-638
DB00014,hsa-mir-638
DB00482,hsa-mir-638
DB00295,hsa-mir-638
DB01586,hsa-mir-638
DB00255,hsa-mir-641
DB00255,hsa-mir-642
DB00255,hsa-mir-644
DB00255,hsa-mir-645
DB00997,hsa-mir-645
DB01076,hsa-mir-647
DB03843,hsa-mir-650
DB00322,hsa-mir-650
DB00762,hsa-mir-650
DB01030,hsa-mir-650
DB01076,hsa-mir-651
DB00255,hsa-mir-651
DB01262,hsa-mir-651
DB03843,hsa-mir-652
DB00997,hsa-mir-652
DB00255,hsa-mir-653
DB02546,hsa-mir-654
DB01076,hsa-mir-654
DB00317,hsa-mir-655
DB00255,hsa-mir-657
DB01076,hsa-mir-658
DB00136,hsa-mir-659
DB02546,hsa-mir-660
DB03843,hsa-mir-660
DB00169,hsa-mir-660
DB01076,hsa-mir-661
DB00126,hsa-mir-662
DB00126,hsa-mir-663
DB00773,hsa-mir-663
DB02709,hsa-mir-663
DB00544,hsa-mir-663
DB00755,hsa-mir-663
DB00136,hsa-mir-663
DB00624,hsa-mir-663
DB00783,hsa-mir-663
DB01128,hsa-mir-663
DB00014,hsa-mir-663
DB00482,hsa-mir-663
DB00398,hsa-mir-664
DB00898,hsa-mir-668
DB00255,hsa-mir-671
DB00544,hsa-mir-671
DB01200,hsa-mir-671
DB00467,hsa-mir-7
DB00544,hsa-mir-7
DB01169,hsa-mir-7
DB00014,hsa-mir-7
DB00126,hsa-mir-708
DB00544,hsa-mir-708
DB00544,hsa-mir-711
DB00126,hsa-mir-718
DB00515,hsa-mir-720
DB02546,hsa-mir-744
DB00255,hsa-mir-758
DB00544,hsa-mir-758
DB01076,hsa-mir-760
DB02546,hsa-mir-760
DB00544,hsa-mir-765
DB00544,hsa-mir-766
DB00169,hsa-mir-766
DB01262,hsa-mir-768
DB00773,hsa-mir-768
DB02546,hsa-mir-769
DB01076,hsa-mir-770
DB00014,hsa-mir-7c
DB00480,hsa-mir-874
DB00322,hsa-mir-874
DB00762,hsa-mir-874
DB01030,hsa-mir-874
DB00544,hsa-mir-877
DB02546,hsa-mir-877
DB00515,hsa-mir-877
DB00014,hsa-mir-887
DB00126,hsa-mir-887
DB00544,hsa-mir-889
DB01076,hsa-mir-892a
DB01076,hsa-mir-892b
DB00783,hsa-mir-9
DB03843,hsa-mir-9
DB01169,hsa-mir-9
DB01128,hsa-mir-9
DB00014,hsa-mir-9
DB00853,hsa-mir-9
DB02546,hsa-mir-9
DB00544,hsa-mir-9
DB00255,hsa-mir-9
DB00396,hsa-mir-921
DB00544,hsa-mir-921
DB00255,hsa-mir-92-1
DB00255,hsa-mir-92-2
DB00541,hsa-mir-923
DB02546,hsa-mir-92a
DB00544,hsa-mir-92a
DB00526,hsa-mir-92a
DB00255,hsa-mir-92b
DB00526,hsa-mir-92b
DB00541,hsa-mir-93
DB01262,hsa-mir-93
DB00255,hsa-mir-93
DB00544,hsa-mir-93
DB00526,hsa-mir-93
DB03843,hsa-mir-93
DB00255,hsa-mir-9-3
DB01076,hsa-mir-935
DB02546,hsa-mir-936
DB00544,hsa-mir-936
DB02901,hsa-mir-940
DB00467,hsa-mir-96
DB02546,hsa-mir-96
DB01169,hsa-mir-96
DB00480,hsa-mir-98
DB00783,hsa-mir-98
DB03843,hsa-mir-98
DB01169,hsa-mir-98
DB00515,hsa-mir-98
DB00482,hsa-mir-98
DB00136,hsa-mir-98
DB00467,hsa-mir-99a
DB03843,hsa-mir-99a
DB01128,hsa-mir-99a
DB00014,hsa-mir-99a
DB00126,hsa-mir-99b
DB01248,hsa-mir-99b
DB01229,hsa-mir-99b
DB02546,hsa-mir-99b
DB00169,hsa-mir-99b
DB00295,hsa-mir-99b
DB00441,hsa-mir-200b
DB00515,hsa-mir-214
DB00541,hsa-mir-15b
DB00997,hsa-mir-15b
DB00515,hsa-mir-15b
DB00997,hsa-mir-34
DB00515,hsa-mir-34
DB00441,hsa-mir-34
DB01248,hsa-mir-34
DB00853,hsa-mir-23b
DB00997,hsa-mir-451
DB00675,hsa-mir-221
DB00675,hsa-mir-222
DB00541,hsa-mir-16
DB00997,hsa-mir-16
DB00773,hsa-mir-16
DB00997,hsa-let-7a
DB01229,hsa-let-7a
DB00997,hsa-mir-1
DB01229,hsa-mir-130a
DB00515,hsa-mir-130a
DB04690,hsa-mir-34a
DB00515,hsa-let-7i
DB01204,hsa-mir-328
DB00317,hsa-mir-205
DB01259,hsa-mir-205
DB01229,hsa-mir-200c
DB00541,hsa-mir-200c
DB00531,hsa-mir-27b
DB00441,hsa-mir-200c
DB00441,hsa-let-7e
DB00398,hsa-mir-122
DB00563,hsa-mir-140
DB00544,hsa-mir-143
DB00997,hsa-mir-200b
DB00997,hsa-mir-200c
DB00773,hsa-mir-326
DB00997,hsa-mir-326
DB00541,hsa-mir-138
DB00997,hsa-mir-138
DB00515,hsa-mir-138
DB00544,hsa-mir-138
DB01248,hsa-mir-200b
DB01248,hsa-mir-194
DB01248,hsa-mir-212
DB01248,hsa-mir-192
DB01248,hsa-mir-424
DB01248,hsa-mir-98
DB00541,hsa-mir-27a
DB00997,hsa-mir-27a
DB00515,hsa-mir-27a
DB01229,hsa-mir-21
DB00515,hsa-mir-23a
DB00997,hsa-mir-155
DB00773,hsa-mir-155
DB01229,hsa-mir-155
DB00563,hsa-mir-215
DB01229,hsa-mir-125b
DB00541,hsa-mir-296
DB00997,hsa-mir-296
DB00515,hsa-mir-296
DB00544,hsa-mir-296
DB01248,hsa-mir-21
DB01229,hsa-mir-34a
DB00515,hsa-mir-200c
DB00675,hsa-mir-342
DB01248,hsa-mir-205
DB00515,hsa-mir-205
DB01248,hsa-mir-31
DB00515,hsa-mir-31
DB00997,hsa-mir-331
DB00305,hsa-mir-34a
DB00694,hsa-mir-21
DB09074,hsa-mir-182
DB01248,hsa-mir-143
DB00515,hsa-mir-376c
DB00544,hsa-mir-20a
DB00526,hsa-mir-20a
DB00515,hsa-mir-148a
DB00544,hsa-mir-148a
DB00773,hsa-mir-485
DB00997,hsa-mir-485
DB00515,hsa-mir-141
DB00515,hsa-mir-451
DB00441,hsa-mir-142
DB01229,hsa-mir-203
DB01229,hsa-mir-135a
DB01229,hsa-mir-22
DB00541,hsa-mir-122
DB01248,hsa-mir-199a
DB00987,hsa-mir-32
DB00675,hsa-let-7
DB00675,hsa-let-7b
DB00675,hsa-let-7i
DB00563,hsa-mir-224
DB00997,hsa-mir-125b
DB01234,hsa-mir-15a
DB01234,hsa-mir-16
DB00997,hsa-mir-128
DB00997,hsa-mir-221
DB00515,hsa-mir-200b
DB00515,hsa-mir-429
DB00515,hsa-mir-203
DB00544,hsa-mir-122
DB00541,hsa-mir-497
DB00515,hsa-mir-497
DB01169,hsa-mir-153
DB01248,hsa-mir-34a
DB01229,hsa-let-7
DB00853,hsa-mir-125b-2
DB00997,hsa-mir-34a
DB00541,hsa-mir-34a
DB00541,hsa-mir-200b
DB00541,hsa-mir-429
DB00515,hsa-mir-130b
DB01229,hsa-mir-130b
DB00544,hsa-mir-193a
DB00515,hsa-mir-30a
DB00515,hsa-mir-128-2
DB00997,hsa-mir-128-2
DB00544,hsa-mir-128-2
DB00987,hsa-mir-181a
DB00694,hsa-mir-181a
DB00305,hsa-mir-145
DB00544,hsa-mir-19b
DB00619,hsa-mir-30a
DB00515,hsa-mir-93
DB01229,hsa-mir-199a
DB00317,hsa-mir-214
DB00997,hsa-mir-126
DB00541,hsa-mir-126
DB00997,hsa-mir-298
DB00544,hsa-mir-125b
DB00445,hsa-mir-125b
DB00531,hsa-mir-125b
DB00526,hsa-mir-297
DB00541,hsa-mir-297
DB00541,hsa-mir-222
DB01229,hsa-mir-337
DB00958,hsa-mir-193b
DB00515,hsa-mir-96
DB00619,hsa-mir-144
DB00619,hsa-mir-451
DB00515,hsa-let-7c
DB00317,hsa-mir-133b
DB00773,hsa-mir-204
DB00541,hsa-mir-199a
DB00515,hsa-mir-15
DB00515,hsa-mir-195
DB00515,hsa-mir-424
DB00515,hsa-mir-155
DB01248,hsa-mir-200c
DB00526,hsa-mir-204
DB00544,hsa-mir-204
DB00515,hsa-mir-218
DB00526,hsa-mir-1915
DB01229,hsa-mir-34c
DB00544,hsa-mir-497
DB01268,hsa-mir-296
DB01101,hsa-mir-296
DB00619,hsa-mir-296
DB00773,hsa-mir-296
DB00853,hsa-mir-296
DB00441,hsa-mir-15
DB00441,hsa-mir-134
DB00441,hsa-mir-7
DB00441,hsa-mir-32
DB00441,hsa-mir-143
DB00441,hsa-mir-214
DB00441,hsa-mir-10a
DB00441,hsa-mir-10b
DB00441,hsa-mir-146a
DB00441,hsa-mir-34a
DB00441,hsa-mir-100
DB00515,hsa-mir-29c
DB00541,hsa-mir-137
DB00997,hsa-mir-137
DB01229,hsa-mir-137
DB01268,hsa-mir-141
DB00997,hsa-mir-146b
DB00997,hsa-mir-181d
DB00997,hsa-mir-146a
DB00515,hsa-mir-146b
DB00515,hsa-mir-181d
DB00515,hsa-mir-146a
DB00958,hsa-mir-27b
DB00958,hsa-mir-181a
DB00958,hsa-mir-146b
DB00958,hsa-mir-181d
DB00958,hsa-mir-146a
DB00305,hsa-mir-27b
DB00305,hsa-mir-181a
DB00305,hsa-mir-146b
DB00305,hsa-mir-181d
DB00305,hsa-mir-146a
DB00541,hsa-mir-27b
DB00541,hsa-mir-181a
DB00541,hsa-mir-146b
DB00541,hsa-mir-181d
DB00541,hsa-mir-146a
DB00531,hsa-mir-21
DB00541,hsa-mir-21
DB01229,hsa-mir-125a
DB01229,hsa-mir-30c
DB00997,hsa-mir-30c
DB00997,hsa-mir-31
DB00515,hsa-mir-221
DB00531,hsa-mir-663
DB01248,hsa-mir-663
DB00398,hsa-mir-216a
DB00398,hsa-mir-217
DB00541,hsa-mir-125b
DB00773,hsa-mir-128
DB00188,hsa-mir-125b
DB01248,hsa-let-7c
DB00526,hsa-mir-143
DB00541,hsa-mir-19a
DB00997,hsa-mir-19a
DB00515,hsa-mir-19a
DB00541,hsa-mir-19b
DB00997,hsa-mir-19b
DB00515,hsa-mir-19b
DB00619,hsa-mir-203
DB00544,hsa-mir-142
DB00515,hsa-mir-302a
DB00515,hsa-mir-135a
DB00515,hsa-mir-135b
DB00987,hsa-let-7a
DB00997,hsa-mir-483
DB00997,hsa-mir-214
DB00544,hsa-mir-129
DB01229,hsa-mir-26a
DB00515,hsa-mir-223
DB00305,hsa-mir-223
DB00997,hsa-mir-223
DB00997,hsa-mir-195
DB11672,hsa-mir-200a
DB11672,hsa-mir-200b
DB01229,hsa-mir-375
DB01204,hsa-mir-181a
DB00853,hsa-mir-17
DB00441,hsa-mir-320c
DB00515,hsa-let-7b
DB01229,hsa-mir-106a
DB01229,hsa-mir-591
DB00544,hsa-mir-381
DB00515,hsa-mir-503
DB00619,hsa-mir-181c
DB01204,hsa-mir-487a
DB00441,hsa-mir-29a
DB00541,hsa-mir-100
DB00541,hsa-mir-99a
DB00515,hsa-mir-20a
DB01248,hsa-mir-20a
DB01229,hsa-mir-223
DB00997,hsa-mir-106a
DB00541,hsa-mir-106a
DB00526,hsa-mir-153
DB00515,hsa-mir-153
DB00997,hsa-mir-133a
DB00515,hsa-mir-133a
DB00526,hsa-mir-126
DB01248,hsa-mir-650
DB00997,hsa-mir-222
DB01248,hsa-mir-222
DB00997,hsa-mir-29a
DB01248,hsa-mir-29a
DB00544,hsa-mir-34
DB00530,hsa-mir-34a
DB01248,hsa-mir-29c
DB00515,hsa-mir-103
DB00515,hsa-mir-107
DB04690,hsa-mir-103
DB04690,hsa-mir-107
DB00773,hsa-mir-103
DB00773,hsa-mir-107
DB00515,hsa-mir-92b
DB00515,hsa-let-7e
DB00773,hsa-mir-23a
DB00441,hsa-mir-29b
DB00441,hsa-mir-221
DB00441,hsa-mir-16
DB00515,hsa-mir-9
DB00530,hsa-mir-200b
DB00530,hsa-let-7c
DB00526,hsa-mir-19a
DB00515,hsa-mir-152
DB00544,hsa-mir-135
DB00997,hsa-mir-135
DB00398,hsa-mir-34a
DB00997,hsa-mir-508
DB00541,hsa-mir-508
DB00544,hsa-mir-508
DB00515,hsa-mir-508
DB00515,hsa-mir-29
DB12257,hsa-mir-495
DB00188,hsa-mir-187
DB00997,hsa-mir-187
DB00531,hsa-mir-187
DB00515,hsa-mir-187
DB00526,hsa-mir-203
DB00515,hsa-mir-29a
DB00997,hsa-mir-101
DB00544,hsa-mir-101
DB00441,hsa-mir-365
DB00317,hsa-let-7c
DB00317,hsa-mir-21
DB01254,hsa-mir-217
DB12257,hsa-mir-181a
DB00515,hsa-mir-137
DB00317,hsa-mir-147
DB00515,hsa-mir-33a
DB01268,hsa-mir-942
DB01268,hsa-mir-628
DB01268,hsa-mir-133a
DB01268,hsa-mir-484
DB01229,hsa-mir-145
DB00515,hsa-mir-100
DB00997,hsa-mir-100
DB00997,hsa-mir-26b
DB00853,hsa-mir-181a
DB00853,hsa-mir-181c
DB00853,hsa-mir-181d
DB00317,hsa-mir-138
DB00694,hsa-mir-125b
DB00317,hsa-mir-130a
DB01248,hsa-mir-452
DB01259,hsa-mir-630
DB00515,hsa-mir-199b
DB00515,hsa-mir-489
DB00694,hsa-mir-210
DB01234,hsa-mir-210
DB00317,hsa-mir-30b
DB00317,hsa-mir-30c
DB00317,hsa-mir-221
DB00317,hsa-mir-222
DB00544,hsa-mir-302
DB00675,hsa-mir-519a
DB01229,hsa-mir-17
DB00987,hsa-mir-181b
DB00997,hsa-mir-185
DB00515,hsa-mir-29b
DB01229,hsa-mir-29b
DB12257,hsa-mir-29b
DB00531,hsa-mir-29b
DB00262,hsa-mir-221
DB00997,hsa-mir-489
DB00515,hsa-mir-34c
DB00530,hsa-mir-200
DB00317,hsa-mir-374a
DB00317,hsa-mir-548b
DB00515,hsa-mir-1271
DB00526,hsa-mir-17
DB01229,hsa-mir-342
DB00515,hsa-mir-224
DB00997,hsa-mir-424
DB00773,hsa-mir-424
DB00317,hsa-mir-34a
DB00997,hsa-mir-17
DB00515,hsa-let-7f-1
DB00853,hsa-mir-128
DB00853,hsa-mir-149
DB00445,hsa-mir-204
DB00531,hsa-mir-204
DB00398,hsa-mir-193b
DB00997,hsa-mir-452
DB00515,hsa-mir-370
DB00853,hsa-mir-497
DB00515,hsa-mir-101
DB00441,hsa-mir-1246
DB01229,hsa-mir-200b
DB01229,hsa-mir-217
DB01229,hsa-mir-335
DB00515,hsa-mir-136
DB00441,hsa-mir-497
DB00530,hsa-mir-497
DB00398,hsa-mir-200c
DB00619,hsa-mir-200c
DB00997,hsa-mir-149
DB01229,hsa-mir-149
DB01229,hsa-mir-320a
DB00515,hsa-mir-29b-1
DB01229,hsa-mir-193a
DB00997,hsa-mir-494
DB00515,hsa-mir-494
DB00773,hsa-mir-494
DB00515,hsa-mir-638
DB00515,hsa-mir-217
DB00515,hsa-mir-128
DB00997,hsa-mir-503
DB00317,hsa-mir-200c
DB01254,hsa-mir-3127
DB01229,hsa-mir-7
DB01229,hsa-mir-490
DB01248,hsa-mir-451
DB00997,hsa-mir-135a
DB00515,hsa-mir-382
DB00997,hsa-mir-382
DB00563,hsa-mir-382
DB00541,hsa-mir-129
DB00997,hsa-mir-129
DB00619,hsa-mir-125a
DB01229,hsa-mir-634
DB00515,hsa-mir-363
DB00997,hsa-mir-141
DB00997,hsa-mir-576
DB00997,hsa-mir-125b-1
DB00997,hsa-mir-370
DB00997,hsa-mir-765
DB00997,hsa-mir-760
DB00515,hsa-mir-222
DB00398,hsa-mir-338
DB00541,hsa-mir-15
