0.672402,0.773759,1.276625,0.004187065,0.7365913,0.43527874,0.5393491,0.47439417,0.54268885,0.5968911,0.5557215,0.21838103,0.11442676,0.5623307,0.20390092,-0.28335533
0.69309425,0.49182984,0.6928765,0.25308958,0.8466007,-0.1395447,0.8714994,0.1388678,0.9562879,0.3770874,0.48232684,0.45142242,-0.005950846,0.9956288,0.68114066,-0.3701192
0.6615478,-0.12933859,0.6398839,0.15133892,0.77691007,0.5077957,0.32509276,0.4420244,0.7926376,0.78161126,0.35558096,0.74270993,0.31902257,0.56516016,0.47931182,0.15573886
0.45919386,0.6088431,0.86337644,0.6494029,0.47013223,0.05220636,1.0312392,0.6617556,0.4715875,0.655606,0.28621322,0.078409664,-0.0944841,0.22135317,0.5087622,0.1552402
0.18307158,0.68459105,1.1011374,0.48281705,0.8807995,0.13277593,0.9265794,0.6356891,0.5976954,0.5914201,0.10425893,0.5481637,-0.007201488,0.8063985,0.22592764,-0.10444442
0.4428916,0.4791965,0.60759985,-0.18608952,1.1199148,0.17834541,0.9461958,0.5118309,0.5372104,0.25453478,0.28367308,0.3183167,-0.30714786,1.0498308,0.5723528,-0.29002616
0.93236166,0.5174368,0.9663884,-0.10410589,0.5655045,0.4109708,0.95701706,0.85954547,0.6681717,0.19685982,0.19662668,0.23707998,-0.13960783,0.8864149,0.65868187,0.070509136
0.8605329,0.23394406,0.41016617,0.061250973,0.44855106,0.70094895,0.573578,0.6132277,0.6029026,0.060489744,0.002853076,-0.002094627,-0.3503706,0.88462436,1.1332544,0.21537378
0.3594697,0.06806702,0.89570373,0.07648814,0.67419934,0.5788903,0.60040516,0.30580598,0.75575936,0.5731421,-0.093242705,0.9581211,0.38304403,0.39580476,0.79074913,0.22730988
0.760176,0.12686987,0.25390136,0.008774478,0.93333757,-0.009698398,0.18038745,0.710392,0.6933636,-0.15396409,0.06843936,0.61153984,0.68225807,1.2015287,0.68017215,-0.15650384
0.55913734,0.02132916,1.0401413,-0.025172332,1.065428,0.5630304,0.35526806,0.3647827,0.8171018,0.56511325,0.37634847,0.97336096,0.14461507,0.5761843,0.72227013,0.29085732
0.43354204,0.26496908,0.9746153,0.56935215,0.96248114,0.042162113,0.42791218,0.80435115,1.0926169,0.3245929,0.6018825,0.5445583,0.37762257,0.6573935,0.89097524,0.1146389
0.7291663,0.581313,0.60740644,-0.18785657,0.48397005,-0.10787092,0.52998126,0.40785468,0.6891058,0.3478436,0.25465778,0.35827607,0.2586438,0.953599,0.49504748,-0.15301038
0.81652623,0.44022855,1.113133,0.05546829,0.70426726,-0.13246925,0.6299065,0.36792478,1.1078314,0.28330663,0.5851955,0.024372473,-0.04697514,0.24078973,0.11614299,0.24585468
