0.85040164,0.9417216,0.7446344,-0.124343984,0.55843836,0.8738005,0.07611581,0.30268317,0.85903674,0.35098824,0.6589903,0.87662476,-0.04709482,0.51964265,0.47231752,-0.00687132,0.80000466,0.035028215,0.5622582,0.84553194,0.969641,0.018050743,0.75347596,0.95947593,0.93013215,0.6442515,0.5177845,0.40763524,0.31428206,0.47000286,0.7678466,0.42907983,0.070002845,-0.036388995,-0.001443913,-0.031559257,-0.070487816,0.097335164,-0.064614155,0.045923173,-0.08342688,-0.03151437,-0.014130242,-0.069774834,0.040014642,0.008867805,-0.011732442,0.060686601,-0.035655722,0.147498896,-0.079314399,-0.017479571,0.01307367,0.020237571,-0.024295644,0.02490541,-0.018076092,-0.000704947,0.061957563,0.028862768,-0.079397423,0.00708738,-0.06583414,-0.015018892
0.44044265,0.5614011,0.22473341,0.553842,0.74156755,0.13629954,0.3712927,0.471613,0.47094533,0.7536904,0.83469856,1.17171,0.42588535,0.422113,0.8892967,0.32778466,0.003403126,0.34786865,0.31720755,0.8300723,0.6052514,0.38776833,0.9364028,1.0469048,0.49653745,-0.16270399,0.10698726,0.3385446,0.22397071,0.55139947,-0.21112752,0.22752093,0.047753886,-0.015632857,-0.015609312,-0.01969692,-0.074598838,0.0852119,-0.067759629,0.064156896,-0.074485536,-0.051000221,0.011044396,-0.047352941,0.036860806,0.006912233,0.012313351,0.064694073,-0.056741941,0.166816211,-0.10281694,-0.02773584,0.011103473,0.03830871,-0.008606381,-0.002249437,-0.021066572,-0.015432437,0.060097294,0.01051772,-0.08197437,-0.017742694,-0.065811496,-0.027291007
0.26529786,1.012935,0.4509872,0.49297842,0.7744963,0.8098787,0.30222818,0.5613857,0.9712851,0.52796525,0.21355361,0.9467996,0.1365928,0.5356685,0.37819678,0.6864626,0.58913696,0.055777583,0.9304114,0.71048385,0.54962736,0.5206386,0.31041816,1.0112059,0.12998655,0.1105336,0.23509969,0.37546495,1.0724466,0.2426312,0.8630417,0.8191435,0.056364581,-0.029559635,-0.012700854,-0.033201693,-0.076084002,0.06525586,-0.053795121,0.036038971,-0.095188723,-0.018359555,-0.007399649,-0.045123605,0.046682668,-0.00188674,0.016809072,0.039989855,-0.054079105,0.166773321,-0.104652987,-0.015334954,0.002767048,0.036715266,-0.020613236,0.00546849,-0.022118049,-0.01903409,0.051195079,0.016412674,-0.093507707,-0.007298925,-0.052441586,-0.034765895
0.6545083,0.10666881,0.48056105,0.35413468,0.09703716,0.26745978,0.5135561,0.70691895,0.3882298,0.7368467,0.65209705,0.9117069,0.59392107,0.55665725,0.64956266,0.89454883,0.8883975,0.4705705,0.19995873,0.6229425,0.6947303,0.23938297,0.1623956,0.18916236,0.5844934,0.703212,0.297703,0.4488793,1.093934,0.38852975,0.045192093,0.17105606,0.048082897,-0.020432956,0.007647611,-0.048320723,-0.067453788,0.095880188,-0.062933863,0.044829777,-0.10062041,-0.043647535,-0.003066625,-0.059943264,0.052109191,0.010801338,0.002279934,0.072491696,-0.054691844,0.180606859,-0.097021948,-0.02974085,0.005450489,0.049605848,-0.036946472,0.008995716,-0.014344991,0.004643099,0.062649931,0.019189498,-0.113157801,-0.014174661,-0.053917264,-0.047046732
0.40221447,0.24625859,0.32539034,0.64318275,0.6178917,0.2218784,-0.071936876,0.45227093,0.09770298,0.8034362,0.6076859,0.45836288,0.11599114,0.66070896,0.6626643,0.8673821,0.06572879,0.4187558,0.9336409,0.480541,1.0136361,0.06933676,-0.04426382,0.3187639,0.7822938,0.06940018,0.54637116,0.20015079,0.2722731,0.17518155,-0.037531175,0.6793518,0.040679972,-0.031687589,-0.006549967,-0.029845315,-0.072693356,0.06409859,-0.067425071,0.042304661,-0.097121054,-0.044437763,-0.007397662,-0.065469263,0.041883645,0.007348115,-0.010097223,0.049803869,-0.055591027,0.162553359,-0.092986132,-0.01130646,0.020524757,0.045022338,-0.006663954,0.020738448,-0.012560345,-0.010007133,0.041865815,0.001905517,-0.095856823,0.003250467,-0.040791312,-0.030469042
0.80070007,0.62247974,0.360341,-0.15127641,0.87202847,0.44502145,0.6560375,0.32159218,0.54796976,0.5462354,0.74381614,0.6258204,0.04166827,0.21826363,1.0725068,0.5620806,-0.02957426,0.17485143,0.31363472,0.692339,0.2710193,0.13761902,0.15508665,0.38580886,0.87374234,0.436677,0.5866478,0.31128705,0.78688836,0.47788465,0.03962925,0.5607785,0.050992678,-0.037202403,-0.019227162,-0.028218364,-0.071107292,0.076174571,-0.076455395,0.053327989,-0.080770504,-0.038361844,-0.010236197,-0.068731012,0.054192361,0.001591447,0.00692656,0.058598863,-0.055575434,0.174213682,-0.098130923,-0.02164166,0.005432189,0.021420985,-0.016363149,-0.003025658,-0.012240716,-0.010879119,0.061854035,0.005189954,-0.083437985,0.005897729,-0.042427283,-0.035560029
0.30105224,0.3648436,0.7896202,-0.12040865,0.85321957,0.002115755,0.29757717,0.90385133,0.7212395,0.7789102,0.39006865,0.551766,0.67062736,0.37569204,0.7436162,0.94080067,0.5818149,0.50147724,0.20693986,0.6734528,0.9822781,0.35428342,0.030986963,0.44416952,0.61585563,0.08343285,0.1708024,0.75072503,0.38360122,0.18725376,-0.055466417,-0.14158286,0.058548287,-0.020201502,-0.006627209,-0.04039425,-0.070185876,0.067316301,-0.073660497,0.047822162,-0.084116941,-0.036995602,-0.007604211,-0.048636014,0.049762213,0.005274531,-0.00910892,0.052227643,-0.057222107,0.1620782,-0.097725494,-0.008331062,0.029571668,0.02907876,-0.012752304,0.006701074,-0.024107048,0.008834097,0.035556463,0.026348809,-0.085941365,-0.018621927,-0.057727586,-0.031439642
0.57530814,0.6628223,0.027619118,0.95099735,0.30725786,0.95358783,0.07010118,0.6747011,0.6820494,0.99237156,0.50394434,0.29828247,0.4136103,0.6547145,0.19146456,0.91846114,0.85991174,0.3036871,0.4360683,0.67600787,0.6467488,0.2849367,0.14893475,0.680703,0.7244338,0.15201439,0.78241867,0.29888976,0.860333,0.027104968,0.016441412,0.6323281,0.039961292,-0.032211908,-0.004366516,-0.022692679,-0.061223485,0.09130784,-0.056029934,0.040940087,-0.103442237,-0.025213162,-0.010880555,-0.055415424,0.041119917,0.005639266,0.016369559,0.036480321,-0.03202536,0.159968954,-0.073180894,-0.031390031,0.026995816,0.029029984,-0.032899765,0.015967977,-0.027895441,-0.006789664,0.048959951,0.030264109,-0.086548807,0.001654508,-0.055193071,-0.025642857
0.9359643,0.3191382,0.34150213,0.04543258,0.32112792,0.33962366,0.8246236,0.37500086,0.8547425,1.1113029,0.47952986,0.33821267,0.57548785,0.19778652,1.0914227,0.4599702,-0.000189295,0.5036462,0.22479753,0.40104342,0.7071768,0.4352978,0.20643568,0.2283391,0.19075178,0.5249947,0.8888127,0.3904517,0.71741307,0.44159025,0.6693304,0.67937756,0.045758072,-0.032221982,-0.011456006,-0.026124115,-0.075608171,0.100577688,-0.075593718,0.07147018,-0.100607523,-0.034512199,-0.000572365,-0.046391224,0.045563255,0.007068541,-8.50E-05,0.061176898,-0.057315498,0.165537976,-0.088557174,-0.029748386,0.025151297,0.027960919,-0.01845046,0.0143522,-0.026497947,0.000797124,0.046347081,0.014587325,-0.107544766,-0.004138267,-0.072281271,-0.041786882
0.9029893,0.7823883,0.42420897,0.084123604,0.5910795,0.7222474,-0.083147645,0.26159078,0.2636526,0.82919985,0.12229375,0.78997546,0.13401465,0.44491774,0.5442166,0.47200537,0.30646712,0.46713942,0.66102695,0.031130753,0.8175134,0.064564876,0.26221097,0.33936083,0.9975897,0.5238763,0.5541884,0.139638,0.5351241,1.151178,0.5964958,-0.17193349,0.066618631,-0.024693487,0.003755882,-0.032277641,-0.067779047,0.095615036,-0.066232885,0.045381092,-0.108053366,-0.033141486,0.014129273,-0.073403188,0.045663724,-0.001112445,0.003028443,0.066604326,-0.053150187,0.183278111,-0.100152532,-0.034011378,0.020149447,0.039904446,-0.020471562,0.005439108,-0.019890904,-0.020405295,0.048260019,0.013041585,-0.103550914,0.004284038,-0.056504086,-0.031092259
