-0.055727021,-0.042844657,0.199650177,-0.121204272,0.064705635,-0.096281615,-0.009184177,-0.174389384,0.055743452,-0.050758047,0.050772068,0.018849797,0.083640754,-0.016331087,-0.021307862,0.210425337,0.051119446,-0.179455704,-0.09835281,-0.061101679,0.034859757,-0.188191652,-0.072540858,0.131542318,-0.020110849,0.08018354,-0.171632322,0.085747641,0.014079457,0.01265636,0.145552596,0.074033258
-0.10068956,-0.074702655,0.30247343,-0.232130278,0.129706756,-0.160739049,-0.01802282,-0.32081069,0.052274436,-0.073648357,0.019609651,0.080949571,0.085888298,0.036322857,-0.040521959,0.290045556,0.057553954,-0.27047874,-0.196193926,-0.102394556,0.088279053,-0.261618985,-0.124939133,0.237055183,-0.057922895,0.142287069,-0.25415311,0.151992923,0.040929236,0.057645778,0.201365229,0.116335689
-0.04609028,-0.00999768,0.185522777,-0.113162507,0.0594049,-0.071979216,-0.025740004,-0.184338841,0.032205637,-0.032591407,0.024361634,0.036453044,0.081086529,-0.009072257,-0.021197929,0.175791605,0.027072513,-0.155779004,-0.087589229,-0.031880233,0.035861355,-0.149340293,-0.069330782,0.115036337,-0.033491593,0.084333142,-0.149891873,0.075655625,0.015489511,0.032219231,0.128910473,0.071789709
-0.047226912,-0.010706177,0.182709021,-0.105165728,0.082349992,-0.076196413,-0.022485717,-0.163201719,0.045150863,-0.037497749,0.019864809,0.036706839,0.078571249,-0.013863925,-0.007310239,0.188156272,0.031484375,-0.174378934,-0.108016311,-0.056991019,0.057475251,-0.163614988,-0.037097259,0.117741042,-0.010305035,0.063094085,-0.14788784,0.057906931,0.003855525,0.022760015,0.12108335,0.067302832
-0.04766996,-0.012577372,0.174105331,-0.105493229,0.045582851,-0.064477138,-0.016729827,-0.159079102,0.026832777,-0.03798869,0.02012034,0.038021752,0.064642452,-0.019539626,-0.033361922,0.14927089,0.045615053,-0.141875686,-0.070439745,-0.026595478,0.031480369,-0.120826319,-0.036589351,0.106498614,-0.016858228,0.070331551,-0.135013929,0.053360267,0.010405035,0.016671668,0.120453437,0.058117033
-0.082033356,-0.054931023,0.287311357,-0.212375645,0.135048575,-0.138483476,0.0117713,-0.314659473,0.032186815,-0.070739389,0.015889776,0.062846021,0.110637791,0.027992213,-0.049594686,0.294847529,0.056212302,-0.264451536,-0.185797103,-0.102649194,0.077449281,-0.256315613,-0.123654124,0.211718761,-0.059429929,0.144633559,-0.257772313,0.16494934,0.039685299,0.060079755,0.210444258,0.144660991
-0.076328017,-0.043423266,0.24057569,-0.172825267,0.099119538,-0.112337369,-0.014843498,-0.241479295,0.057835233,-0.062577401,0.020924629,0.047856229,0.100467296,0.020317207,-0.03934764,0.219223931,0.057433969,-0.212756075,-0.151313707,-0.069854172,0.075881481,-0.192638309,-0.086000375,0.165141918,-0.0231096,0.123009196,-0.207375649,0.110704676,0.026672577,0.020629695,0.175016839,0.106508909
-0.05826671,-0.041575248,0.204819736,-0.164166018,0.110944541,-0.095988243,-0.006126217,-0.226360487,0.040546584,-0.034366744,-0.001390919,0.042900443,0.072542346,0.028419641,-0.026041201,0.200521835,0.034341235,-0.181129388,-0.12739309,-0.064712123,0.05418462,-0.180451321,-0.100623573,0.156630295,-0.038425596,0.102574543,-0.193710631,0.112962313,0.028962603,0.041613921,0.14561575,0.112094936
-0.051642385,-0.041131078,0.201942107,-0.140590869,0.093322697,-0.090078246,-0.000310723,-0.201974512,0.016130939,-0.046517907,0.021801803,0.053698503,0.079861917,0.002394112,-0.027950636,0.186612769,0.0368888,-0.166412544,-0.117824443,-0.071404157,0.040475652,-0.179646925,-0.087448822,0.139920018,-0.021839735,0.105120085,-0.189563179,0.112030134,0.029780472,0.052424291,0.141191215,0.082654613
-0.050543396,-0.031083169,0.143340416,-0.095522336,0.065581776,-0.069793299,-0.009884398,-0.157903216,0.01910754,-0.042007371,0.023902614,0.010688915,0.061221057,0.018310366,-0.025180327,0.138589244,0.033060174,-0.116867343,-0.08977586,-0.046575595,0.028092352,-0.121058474,-0.054735407,0.105502256,-0.011935344,0.069160488,-0.12717502,0.07023181,0.004021371,0.012608551,0.089842678,0.066740683
-0.052163744,-0.007441951,0.134646028,-0.088479888,0.041453345,-0.077836029,0.002674646,-0.134354284,0.01731148,-0.03089497,0.010198711,0.035600785,0.052506352,0.00022827,-0.005520371,0.143788559,0.042564139,-0.126203645,-0.088285786,-0.052877358,0.043593217,-0.116085146,-0.042242743,0.087316921,-0.023355719,0.049877639,-0.126479198,0.045840133,-0.000926674,0.003162099,0.098868541,0.041510293
-0.045318831,-0.018309118,0.126265493,-0.10408129,0.060277127,-0.078849316,-0.00648334,-0.120203732,0.01373855,-0.039531566,0.001376753,0.027875455,0.060061904,0.011569507,-0.004295263,0.128864791,0.015256504,-0.116685742,-0.089087961,-0.05051209,0.045089291,-0.122447173,-0.026471928,0.075027092,-0.022379066,0.055843943,-0.095848073,0.05453598,0.009631494,0.000366815,0.104099764,0.058169353
-0.063784019,-0.057717896,0.226499158,-0.1707051,0.105887409,-0.122004466,-0.019285726,-0.236749681,0.048847339,-0.050204706,0.010341975,0.05342494,0.093992293,0.008255021,-0.028128015,0.239445191,0.060137323,-0.212732736,-0.136700638,-0.082193352,0.06241529,-0.192371069,-0.080595568,0.159242301,-0.036939755,0.11675193,-0.208404288,0.118517152,0.035708205,0.041090914,0.181384354,0.095627468
-0.064829138,-0.04233511,0.217529778,-0.146954959,0.094647814,-0.096984078,-0.002943124,-0.203073361,0.037005232,-0.042191692,0.013742876,0.03441178,0.070090439,0.009909498,-0.033563049,0.197973477,0.035250663,-0.198321917,-0.11267786,-0.052483239,0.053642105,-0.183171268,-0.056055462,0.154406186,-0.024249303,0.082202963,-0.181631758,0.095894083,0.010086581,0.011833994,0.165636891,0.088670549
-0.077458029,-0.038533533,0.233631796,-0.173764553,0.09590238,-0.103859737,-0.009327418,-0.252223266,0.062556796,-0.04641316,0.017181242,0.053587724,0.085174451,0.015116106,-0.034411806,0.227205074,0.048775768,-0.21578423,-0.149004565,-0.086226031,0.057924716,-0.208859101,-0.086189352,0.169124335,-0.041080672,0.093926479,-0.223892414,0.125661537,0.028052668,0.054536785,0.173540563,0.106306911
-0.014145047,0.000836707,0.025764211,0.000993944,0.01009923,0.005027163,-0.011558441,-0.002217794,0.011719415,-0.019062962,0.023615622,0.002605972,0.001701765,-0.010061638,0.006421415,0.005778539,0.011293004,-0.03224714,0.010102665,-0.002709795,-0.015524098,-0.02815846,0.019295961,0.011493816,-0.006918833,0.009264158,-0.00269221,-0.010497868,-0.008153009,-0.005624994,0.028985787,0.002218938
-0.082773695,-0.031649996,0.238204864,-0.185041795,0.093062639,-0.118137426,-0.025718776,-0.254079549,0.044042879,-0.062625035,0.038626253,0.037017364,0.101811976,0.002865612,-0.017419013,0.237434956,0.046325923,-0.225714397,-0.156814655,-0.061219547,0.063733116,-0.210779687,-0.085468322,0.18134249,-0.036040734,0.123079285,-0.212877946,0.103494033,0.036900857,0.048919672,0.165519142,0.082948178
-0.080512963,-0.049761026,0.238324983,-0.157515587,0.083760121,-0.113922002,-0.009050696,-0.21921987,0.053704111,-0.064802569,0.046472171,0.023163471,0.064451228,0.005706904,-0.03242981,0.225113518,0.036192182,-0.195649785,-0.109499632,-0.046940063,0.072146731,-0.182009973,-0.069654149,0.169435008,-0.014602416,0.088316995,-0.198215807,0.076985237,0.031763615,0.014421554,0.163843048,0.087773811
-0.040815515,-0.004927829,0.150867357,-0.054454312,0.027882534,-0.075061635,-0.026597044,-0.093918069,0.058941874,-0.032431469,0.046345776,0.011872374,0.064461672,-0.025229806,-0.026424403,0.141489927,0.039888783,-0.107663706,-0.061484353,-0.00841337,0.035863041,-0.101960648,-0.003933132,0.070909964,-0.011744245,0.040505177,-0.083432985,0.018706907,0.019438021,-0.015226841,0.092758856,0.021199308
-0.021811037,-0.009741349,0.137915622,-0.079124561,0.028560889,-0.049320445,-0.02048671,-0.106769867,0.02738503,-0.019584393,0.036175751,0.021496218,0.037382214,-0.014268798,-0.006500741,0.116494786,0.01828795,-0.090729889,-0.064362759,-0.014061034,0.017072505,-0.105982669,-0.001914805,0.07323555,0.013483991,0.050814363,-0.089563638,0.034675944,-0.001682273,-0.014135885,0.081282641,0.032334294
-0.005120667,0.031929871,0.019312189,0.034702967,-0.004727761,0.014025176,-0.015925033,0.020964967,0.029914264,-0.00149265,0.029141077,-0.016661201,0.008291114,-0.014157466,0.009438053,-0.015948732,-0.011089019,0.007708117,0.042412718,0.019518009,-0.017821137,0.015246142,0.021853598,-0.026112044,0.020634877,-0.021437726,0.030664429,-0.032385524,-0.0027913,-0.047553363,0.002625777,-0.023246557
-0.02513673,-0.011300009,0.114775922,-0.084402053,0.04060686,-0.051936371,-0.00513171,-0.140793653,0.016155089,-0.013569651,-0.00467886,0.029933421,0.040206636,0.001787388,-0.023953117,0.115308024,0.0206209,-0.114543395,-0.088517882,-0.027486065,0.041983894,-0.125856218,-0.041019358,0.094447091,-0.022225942,0.047244555,-0.108115549,0.077960528,0.007241414,0.007947756,0.097770717,0.062114577
0.006656533,-0.002651504,-0.006369554,0.027298347,-0.021401113,0.012289632,-0.016217367,0.031613891,0.021062654,0.007373916,0.016116346,-0.006978849,0.004471863,-0.033110494,-0.010667947,0.012901306,0.00435632,-0.000909808,0.01181551,0.019988018,-0.022913677,-0.003915604,0.008920834,-0.008913373,-0.003211624,-0.01856041,0.004799711,-0.025005658,0.006253936,-0.009603333,0.014794143,-0.009288013
-0.000303012,0.02333063,-0.007113797,0.024905745,-0.007583184,0.008110096,-0.015042451,0.046940194,0.004593153,-0.012745686,0.028589376,-0.017466209,0.012424837,-0.011386837,0.000472029,-0.012503745,-0.017425573,0.019845233,0.020699218,0.019808099,-0.00698148,0.030483402,0.024581473,-0.027853088,0.032282,-0.005315714,0.035935406,-0.027149135,-0.011610167,-0.034814428,0.005802275,-0.033396956
-0.014227054,-0.004256815,0.090945683,-0.033872346,0.024194309,-0.025048265,-0.015423278,-0.0550518,0.014275314,-0.034007303,0.016703946,0.005927693,0.037397824,-0.026986644,-0.013500079,0.081310101,0.019639646,-0.0698328,-0.011681541,-0.014758701,0.026551073,-0.048802702,-0.017966108,0.035798817,0.017511494,0.016008649,-0.042333645,0.015504591,0.000502231,-0.00151326,0.063975521,-0.008014992
